"memInstId","repairType","block","Suite name","Test name"
"1944","74","4"
"1945","74","4"
"1956","74","4"
"1957","74","4"
"2020","74","4"
"2021","74","4"
"2032","74","4"
"2033","74","4"
"1315","74","4"
"1316","74","4"
"1327","74","4"
"1328","74","4"
"1982","74","4"
"1983","74","4"
"1994","74","4"
"1995","74","4"
"837","74","4"
"838","74","4"
"849","74","4"
"850","74","4"
"799","74","4"
"800","74","4"
"811","74","4"
"812","74","4"
"2058","74","4"
"2059","74","4"
"2070","74","4"
"2071","74","4"
"8","74","4"
"9","74","4"
"20","74","4"
"21","74","4"
"40","70","1"
"42","71","4"
"46","71","4"
"51","71","4"
"52","70","1"
"57","70","1"
"62","71","4"
"63","70","1"
"65","70","1"
"66","71","4"
"67","71","4"
"68","71","4"
"71","71","4"
"75","70","1"
"78","70","1"
"81","71","4"
"82","71","4"
"87","71","1"
"90","71","4"
"91","70","1"
"93","71","1"
"97","70","1"
"102","70","1"
"104","71","4"
"109","71","1"
"110","71","1"
"111","71","1"
"113","71","4"
"114","71","4"
"117","71","4"
"120","70","1"
"121","70","1"
"122","70","1"
"126","71","4"
"129","70","1"
"139","70","1"
"140","70","1"
"141","71","4"
"142","71","4"
"145","70","1"
"146","71","4"
"149","70","1"
"150","71","4"
"151","70","1"
"152","70","1"
"153","71","4"
"154","70","1"
"155","70","1"
"159","70","1"
"162","70","1"
"163","71","4"
"164","70","1"
"165","70","1"
"168","70","1"
"180","71","4"
"181","70","1"
"183","70","1"
"191","70","1"
"195","70","1"
"198","70","1"
"199","70","1"
"205","70","1"
"206","70","1"
"207","70","1"
"208","71","4"
"209","70","1"
"211","70","1"
"215","70","1"
"221","71","4"
"222","71","4"
"224","70","1"
"226","70","1"
"227","71","4"
"233","71","4"
"235","70","1"
"238","70","1"
"239","71","1"
"240","71","1"
"242","70","1"
"243","70","1"
"244","71","4"
"245","71","1"
"246","71","1"
"249","71","4"
"250","71","1"
"251","71","4"
"252","70","1"
"253","70","1"
"257","70","1"
"259","70","1"
"260","71","4"
"261","71","1"
"262","70","1"
"263","71","4"
"265","70","1"
"266","71","4"
"270","70","1"
"272","71","1"
"273","70","1"
"276","71","1"
"277","71","4"
"279","70","1"
"280","70","1"
"281","70","1"
"282","70","1"
"285","70","1"
"286","70","1"
"287","70","1"
"290","70","1"
"292","70","1"
"293","70","1"
"295","70","1"
"297","71","1"
"298","71","1"
"299","71","4"
"300","71","4"
"313","70","1"
"316","71","4"
"322","70","1"
"326","71","1"
"330","70","1"
"332","70","1"
"333","71","1"
"335","71","4"
"336","71","4"
"337","70","1"
"338","70","1"
"341","70","1"
"349","71","1"
"350","70","1"
"351","70","1"
"354","70","1"
"358","70","1"
"359","71","4"
"361","70","1"
"362","70","1"
"364","70","1"
"365","70","1"
"367","71","4"
"368","70","1"
"369","71","4"
"371","70","1"
"373","70","1"
"379","70","1"
"380","71","4"
"381","71","4"
"384","70","1"
"386","71","4"
"388","70","1"
"392","71","1"
"393","70","1"
"394","70","1"
"395","70","1"
"398","70","1"
"411","70","1"
"422","70","1"
"425","70","1"
"433","70","1"
"439","71","1"
"441","70","1"
"447","70","1"
"448","70","1"
"450","70","1"
"453","70","1"
"454","70","1"
"456","70","1"
"459","70","1"
"463","71","4"
"468","70","1"
"469","70","1"
"476","70","1"
"479","71","4"
"481","71","4"
"484","70","1"
"485","71","4"
"490","70","1"
"491","70","1"
"494","70","1"
"495","70","1"
"498","70","1"
"503","71","1"
"504","70","1"
"506","70","1"
"507","71","1"
"509","71","1"
"513","71","1"
"519","70","1"
"522","71","1"
"523","70","1"
"525","70","1"
"526","71","4"
"527","71","1"
"529","71","4"
"530","71","4"
"531","70","1"
"532","70","1"
"534","70","1"
"540","70","1"
"544","71","4"
"545","70","1"
"549","70","1"
"550","70","1"
"553","71","4"
"554","70","1"
"555","70","1"
"558","70","1"
"560","70","1"
"561","70","1"
"562","70","1"
"563","70","1"
"565","71","4"
"569","70","1"
"570","70","1"
"572","71","4"
"575","71","4"
"578","70","1"
"584","70","1"
"591","70","1"
"592","70","1"
"593","70","1"
"595","70","1"
"599","70","1"
"602","70","1"
"611","70","1"
"614","70","1"
"616","70","1"
"619","70","1"
"621","71","1"
"622","70","1"
"623","70","1"
"629","71","1"
"634","70","1"
"635","71","1"
"638","70","1"
"642","70","1"
"648","70","1"
"651","71","1"
"652","71","4"
"653","70","1"
"655","71","4"
"659","71","1"
"660","71","4"
"661","71","4"
"663","70","1"
"666","70","1"
"667","70","1"
"672","70","1"
"674","70","1"
"677","70","1"
"679","71","4"
"682","70","1"
"684","70","1"
"687","71","1"
"693","70","1"
"694","70","1"
"696","71","4"
"699","70","1"
"700","70","1"
"702","70","1"
"703","70","1"
"706","70","1"
"710","70","1"
"711","70","1"
"715","70","1"
"717","70","1"
"720","70","1"
"722","70","1"
"728","70","1"
"729","70","1"
"733","70","1"
"741","70","1"
"743","70","1"
"748","70","1"
"752","70","1"
"753","70","1"
"754","70","1"
"755","70","1"
"756","70","1"
"761","70","1"
"774","70","1"
"776","70","1"
"777","70","1"
"780","70","1"
"782","70","1"
"785","70","1"
"786","70","1"
"787","70","1"
"790","70","1"
"1870","74","4"
"1871","74","4"
"1872","71","1"
"1873","71","1"
"1874","71","1"
"1875","74","4"
"1876","71","1"
"1877","74","4"
"1878","74","4"
"1879","71","1"
"1880","71","1"
"1881","71","1"
"1882","71","1"
"1883","74","4"
"1884","71","1"
"1885","71","1"
"1886","71","1"
"1887","71","1"
"1888","71","1"
"1889","71","1"
"1890","74","4"
"1891","74","4"
"1892","71","1"
"1893","74","4"
"1894","71","1"
"1895","74","4"
"1896","71","1"
"1897","71","1"
"1898","71","1"
"1899","74","4"
"1900","71","1"
"1901","74","4"
"1902","71","1"
"1903","74","4"
"1904","71","1"
"1905","71","1"
"1906","74","4"
"1907","74","4"
"1908","74","4"
"1909","71","1"
"1910","74","4"
"1911","71","1"
"1912","71","1"
"1913","74","4"
"1915","71","1"
"1916","71","1"
"1917","71","1"
"1918","74","4"
"1919","74","4"
"1920","71","1"
"1921","74","4"
"1922","74","4"
"1923","71","1"
"1924","74","4"
"1925","74","4"
"1926","71","1"
"1927","74","4"
"1928","74","4"
"1929","74","4"
"1930","74","4"
"1931","71","1"
"1932","74","4"
"1933","74","4"
"1934","74","4"
"1935","71","1"
"1936","74","4"
"1347","71","1"
"1348","71","1"
"1351","71","1"
"1353","71","1"
"1354","71","1"
"1355","71","1"
"1358","70","1"
"1359","71","1"
"1360","71","1"
"1361","70","1"
"1364","71","1"
"1368","71","1"
"1369","71","1"
"1370","70","1"
"1372","71","1"
"1373","71","1"
"1374","71","1"
"1375","71","1"
"1378","71","1"
"1380","71","1"
"1383","71","1"
"1384","71","1"
"1392","71","1"
"1397","71","1"
"1398","70","1"
"1405","71","1"
"1406","70","1"
"1409","70","1"
"1413","71","1"
"1415","71","1"
"1417","71","1"
"1419","71","1"
"1424","71","1"
"1425","71","1"
"1433","71","1"
"1435","71","1"
"1436","71","1"
"1438","71","1"
"1441","71","1"
"1443","71","1"
"1447","71","1"
"1449","71","1"
"1455","71","1"
"1456","71","1"
"1466","71","1"
"1469","71","1"
"1471","71","1"
"1477","71","1"
"1478","71","1"
"1483","71","1"
"1490","70","1"
"1493","71","1"
"1501","70","1"
"1502","71","1"
"1505","71","1"
"1507","71","1"
"1512","70","1"
"1513","71","1"
"1515","71","1"
"1517","71","1"
"1518","71","1"
"1529","71","1"
"1530","71","1"
"1534","71","1"
"1536","70","1"
"1537","71","1"
"1545","71","1"
"1549","71","1"
"1553","71","1"
"1554","70","1"
"1557","70","1"
"1559","71","1"
"1561","70","1"
"1563","71","1"
"1564","71","1"
"1566","71","1"
"1569","70","1"
"1571","71","1"
"1574","71","1"
"1575","70","1"
"1577","71","1"
"1591","71","1"
"1592","71","1"
"1608","71","1"
"1611","71","1"
"1612","71","1"
"1613","71","1"
"1614","71","1"
"1616","71","1"
"1625","71","1"
"1626","71","1"
"1629","70","1"
"1631","70","1"
"1636","71","1"
"1640","70","1"
"1643","70","1"
"1649","71","1"
"1653","71","1"
"1654","71","1"
"1655","70","1"
"1657","71","1"
"1658","70","1"
"1663","71","1"
"1668","70","1"
"1671","71","1"
"1676","71","1"
"1680","71","1"
"1694","71","1"
"1695","71","1"
"1696","71","1"
"1700","71","1"
"1703","71","1"
"1709","71","1"
"1716","71","1"
"1720","71","1"
"1725","70","1"
"1727","71","1"
"1729","71","1"
"1730","71","1"
"1733","70","1"
"1735","71","1"
"1736","71","1"
"1738","70","1"
"1744","70","1"
"1748","71","1"
"1755","71","1"
"1757","70","1"
"1761","71","1"
"1766","70","1"
"1776","70","1"
"1777","71","1"
"1778","70","1"
"1780","71","1"
"1787","70","1"
"1795","71","1"
"1796","70","1"
"1809","70","1"
"1814","70","1"
"1815","70","1"
"1817","71","1"
"1821","70","1"
"1822","71","1"
"1825","71","1"
"1829","70","1"
"1830","70","1"
"1837","71","1"
"1845","70","1"
"1849","70","1"
"1850","71","1"
"1851","71","1"
"1852","70","1"
"1855","70","1"
"876","70","1"
"879","71","1"
"880","70","1"
"881","71","1"
"883","71","1"
"885","70","1"
"894","71","1"
"897","71","1"
"898","70","1"
"900","70","1"
"910","70","1"
"911","70","1"
"913","70","1"
"918","71","1"
"919","70","1"
"920","70","1"
"921","71","1"
"929","71","1"
"931","70","1"
"937","70","1"
"950","71","1"
"959","70","1"
"962","70","1"
"967","70","1"
"971","71","1"
"972","70","1"
"973","71","1"
"984","70","1"
"988","70","1"
"990","71","1"
"991","71","1"
"992","70","1"
"1005","71","1"
"1014","70","1"
"1015","70","1"
"1026","70","1"
"1028","70","1"
"1029","70","1"
"1031","70","1"
"1037","71","1"
"1042","70","1"
"1043","71","1"
"1057","70","1"
"1060","71","1"
"1061","71","1"
"1062","71","1"
"1064","70","1"
"1071","70","1"
"1074","70","1"
"1077","70","1"
"1080","70","1"
"1087","71","1"
"1098","70","1"
"1100","70","1"
"1103","71","1"
"1105","71","1"
"1112","70","1"
"1122","70","1"
"1127","71","1"
"1128","70","1"
"1131","70","1"
"1133","70","1"
"1142","70","1"
"1146","71","1"
"1150","70","1"
"1157","70","1"
"1158","70","1"
"1159","71","1"
"1161","70","1"
"1164","70","1"
"1168","71","1"
"1171","70","1"
"1173","70","1"
"1174","71","1"
"1176","71","1"
"1177","70","1"
"1180","70","1"
"1183","71","1"
"1209","70","1"
"1215","71","1"
"1220","70","1"
"1221","70","1"
"1226","70","1"
"1228","71","1"
"1232","71","1"
"1236","70","1"
"1238","71","1"
"1239","71","1"
"1249","70","1"
"1253","70","1"
"1256","70","1"
"1267","70","1"
"1271","70","1"
"1277","71","1"
"1283","71","1"
"1297","70","1"
"1300","70","1"
"2091","71","1"
"2096","71","1"
"2111","71","1"
"2113","71","1"
"2116","71","1"
"2120","71","1"
"2122","71","1"
"2127","71","1"
"2132","71","1"
"2134","71","1"
"2136","71","1"
"2144","71","1"
"2146","71","1"
"2148","71","1"
"2154","71","1"
"2157","71","1"
"2160","71","1"
"2172","71","1"
"2174","71","1"
"2181","71","1"
"2186","71","1"
"2196","71","1"
"2206","71","1"
"2207","71","1"
"2222","71","1"
"2223","71","1"
"2226","71","1"
"2227","71","1"
"2228","71","1"
"2231","71","1"
"2232","71","1"
"2237","71","1"
"2238","71","1"
"2243","71","1"
"2252","71","1"
"2259","70","1"
"2265","71","1"
"2271","71","1"
"2272","71","1"
"2273","70","1"
"2274","71","1"
"2275","71","1"
"2278","71","1"
"2279","71","1"
"2283","71","1"
"2287","71","1"
"2290","70","1"
"2294","71","1"
"2310","71","1"
"2317","71","1"
"2319","71","1"
"2322","70","1"
"2328","71","1"
"2333","71","1"
"2334","71","1"
"2336","71","1"
"2337","71","1"
"2339","71","1"
"2344","70","1"
"2351","71","1"
"2356","71","1"
"2360","71","1"
"2361","71","1"
"2364","71","1"
"2366","71","1"
"2368","71","1"
"2369","71","1"
"2371","71","1"
"2374","71","1"
"2376","71","1"
"2377","71","1"
"2383","71","1"
"2400","71","1"
"2403","71","1"
"2407","71","1"
"2416","71","1"
"2423","71","1"
"2424","71","1"
"2428","71","1"
"2431","71","1"
"2432","71","1"
"2436","71","1"
"2439","71","1"
"2445","71","1"
"2451","71","1"
"2453","71","1"
"2454","71","1"
"2461","71","1"
"2467","71","1"
"2476","71","1"
"2477","71","1"
"2480","71","1"
"2483","70","1"
"2488","71","1"
"2489","71","1"
"2490","71","1"
"2493","71","1"
"2497","71","1"
"2498","71","1"
"2501","70","1"
"2504","71","1"
"2506","71","1"
"2512","71","1"
"2513","71","1"
"2517","71","1"
"2518","70","1"
"2525","71","1"
"2529","71","1"
"2530","71","1"
"2531","70","1"
"2535","71","1"
"2545","71","1"
"2548","71","1"
"2550","71","1"
"2558","71","1"
"2561","71","1"
"2562","71","1"
"2565","71","1"
"2571","71","1"
"2572","71","1"
"2577","71","1"
"2578","71","1"
"2581","71","1"
"2582","71","1"
"2585","71","1"
"2592","71","1"
"2593","71","1"
"2597","71","1"
"2600","71","1"
"2601","71","1"
"2606","71","1"
"2607","71","1"
"2614","71","1"
"2615","71","1"
"2616","71","1"
"2619","71","1"
"2621","71","1"
"2626","71","1"
"2628","70","1"
"2636","71","1"
"2646","71","1"
"2647","71","1"
"2648","71","1"
"2654","71","1"
"2656","71","1"
"2658","71","1"
"2662","71","1"
"2663","71","1"
"2667","71","1"
"2671","70","1"
"2672","71","1"
"2673","71","1"
"2678","70","1"
"2682","71","1"
"2685","71","1"
"2690","71","1"
"2692","71","1"
"2693","71","1"
"2695","71","1"
"2696","71","1"
"2697","71","1"
"2698","71","1"
"2705","71","1"
"2707","71","1"
"2708","71","1"
"2717","71","1"
"2728","71","1"
"2734","71","1"
"2738","71","1"
"2740","71","1"
"2745","71","1"
"2747","71","1"
"2748","70","1"
"2749","71","1"
"2750","71","1"
"2754","71","1"
"2758","71","1"
"2760","70","1"
"2761","70","1"
"2762","71","1"
"2766","70","1"
"2767","71","1"
"2769","71","1"
"2773","71","1"
"2774","71","1"
"2775","71","1"
"2776","71","1"
"2789","71","1"
"2791","71","1"
"1937","-1","1"
"1938","-1","1"
"1939","-1","1"
"1940","-1","1"
"1941","-1","1"
"1942","-1","1"
"1943","-1","1"
"1946","-1","1"
"1947","-1","1"
"1948","-1","1"
"1949","-1","1"
"1950","-1","1"
"1951","-1","1"
"1952","-1","1"
"1953","-1","1"
"1954","-1","1"
"1955","-1","1"
"1958","-1","1"
"1959","-1","1"
"1960","-1","1"
"1961","-1","1"
"1962","-1","1"
"1963","-1","1"
"1964","-1","1"
"1965","-1","1"
"1966","-1","1"
"1967","-1","1"
"1968","-1","1"
"1969","-1","1"
"1970","-1","1"
"1971","-1","1"
"1972","-1","1"
"1973","-1","1"
"1974","-1","1"
"2013","-1","1"
"2014","-1","1"
"2015","-1","1"
"2016","-1","1"
"2017","-1","1"
"2018","-1","1"
"2019","-1","1"
"2022","-1","1"
"2023","-1","1"
"2024","-1","1"
"2025","-1","1"
"2026","-1","1"
"2027","-1","1"
"2028","-1","1"
"2029","-1","1"
"2030","-1","1"
"2031","-1","1"
"2034","-1","1"
"2035","-1","1"
"2036","-1","1"
"2037","-1","1"
"2038","-1","1"
"2039","-1","1"
"2040","-1","1"
"2041","-1","1"
"2042","-1","1"
"2043","-1","1"
"2044","-1","1"
"2045","-1","1"
"2046","-1","1"
"2047","-1","1"
"2048","-1","1"
"2049","-1","1"
"2050","-1","1"
"1308","-1","1"
"1309","-1","1"
"1310","-1","1"
"1311","-1","1"
"1312","-1","1"
"1313","-1","1"
"1314","-1","1"
"1317","-1","1"
"1318","-1","1"
"1319","-1","1"
"1320","-1","1"
"1321","-1","1"
"1322","-1","1"
"1323","-1","1"
"1324","-1","1"
"1325","-1","1"
"1326","-1","1"
"1329","-1","1"
"1330","-1","1"
"1331","-1","1"
"1332","-1","1"
"1333","-1","1"
"1334","-1","1"
"1335","-1","1"
"1336","-1","1"
"1337","-1","1"
"1338","-1","1"
"1339","-1","1"
"1340","-1","1"
"1341","-1","1"
"1342","-1","1"
"1343","-1","1"
"1344","-1","1"
"1345","-1","1"
"1975","-1","1"
"1976","-1","1"
"1977","-1","1"
"1978","-1","1"
"1979","-1","1"
"1980","-1","1"
"1981","-1","1"
"1984","-1","1"
"1985","-1","1"
"1986","-1","1"
"1987","-1","1"
"1988","-1","1"
"1989","-1","1"
"1990","-1","1"
"1991","-1","1"
"1992","-1","1"
"1993","-1","1"
"1996","-1","1"
"1997","-1","1"
"1998","-1","1"
"1999","-1","1"
"2000","-1","1"
"2001","-1","1"
"2002","-1","1"
"2003","-1","1"
"2004","-1","1"
"2005","-1","1"
"2006","-1","1"
"2007","-1","1"
"2008","-1","1"
"2009","-1","1"
"2010","-1","1"
"2011","-1","1"
"2012","-1","1"
"830","-1","1"
"831","-1","1"
"832","-1","1"
"833","-1","1"
"834","-1","1"
"835","-1","1"
"836","-1","1"
"839","-1","1"
"840","-1","1"
"841","-1","1"
"842","-1","1"
"843","-1","1"
"844","-1","1"
"845","-1","1"
"846","-1","1"
"847","-1","1"
"848","-1","1"
"851","-1","1"
"852","-1","1"
"853","-1","1"
"854","-1","1"
"855","-1","1"
"856","-1","1"
"857","-1","1"
"858","-1","1"
"859","-1","1"
"860","-1","1"
"861","-1","1"
"862","-1","1"
"863","-1","1"
"864","-1","1"
"865","-1","1"
"866","-1","1"
"867","-1","1"
"792","-1","1"
"793","-1","1"
"794","-1","1"
"795","-1","1"
"796","-1","1"
"797","-1","1"
"798","-1","1"
"801","-1","1"
"802","-1","1"
"803","-1","1"
"804","-1","1"
"805","-1","1"
"806","-1","1"
"807","-1","1"
"808","-1","1"
"809","-1","1"
"810","-1","1"
"813","-1","1"
"814","-1","1"
"815","-1","1"
"816","-1","1"
"817","-1","1"
"818","-1","1"
"819","-1","1"
"820","-1","1"
"821","-1","1"
"822","-1","1"
"823","-1","1"
"824","-1","1"
"825","-1","1"
"826","-1","1"
"827","-1","1"
"828","-1","1"
"829","-1","1"
"2051","-1","1"
"2052","-1","1"
"2053","-1","1"
"2054","-1","1"
"2055","-1","1"
"2056","-1","1"
"2057","-1","1"
"2060","-1","1"
"2061","-1","1"
"2062","-1","1"
"2063","-1","1"
"2064","-1","1"
"2065","-1","1"
"2066","-1","1"
"2067","-1","1"
"2068","-1","1"
"2069","-1","1"
"2072","-1","1"
"2073","-1","1"
"2074","-1","1"
"2075","-1","1"
"2076","-1","1"
"2077","-1","1"
"2078","-1","1"
"2079","-1","1"
"2080","-1","1"
"2081","-1","1"
"2082","-1","1"
"2083","-1","1"
"2084","-1","1"
"2085","-1","1"
"2086","-1","1"
"2087","-1","1"
"2088","-1","1"
"1","-1","1"
"2","-1","1"
"3","-1","1"
"4","-1","1"
"5","-1","1"
"6","-1","1"
"7","-1","1"
"10","-1","1"
"11","-1","1"
"12","-1","1"
"13","-1","1"
"14","-1","1"
"15","-1","1"
"16","-1","1"
"17","-1","1"
"18","-1","1"
"19","-1","1"
"22","-1","1"
"23","-1","1"
"24","-1","1"
"25","-1","1"
"26","-1","1"
"27","-1","1"
"28","-1","1"
"29","-1","1"
"30","-1","1"
"31","-1","1"
"32","-1","1"
"33","-1","1"
"34","-1","1"
"35","-1","1"
"36","-1","1"
"37","-1","1"
"38","-1","1"
"41","-1","1"
"44","-1","1"
"48","-1","1"
"55","-1","1"
"58","-1","1"
"64","-1","1"
"73","-1","1"
"76","-1","1"
"83","-1","1"
"84","-1","1"
"86","-1","1"
"89","-1","1"
"94","-1","1"
"95","-1","1"
"103","-1","1"
"107","-1","1"
"115","-1","1"
"116","-1","1"
"128","-1","1"
"130","-1","1"
"133","-1","1"
"136","-1","1"
"143","-1","1"
"144","-1","1"
"158","-1","1"
"172","-1","1"
"188","-1","1"
"196","-1","1"
"197","-1","1"
"200","-1","1"
"216","-1","1"
"217","-1","1"
"218","-1","1"
"219","-1","1"
"228","-1","1"
"237","-1","1"
"247","-1","1"
"256","-1","1"
"264","-1","1"
"268","-1","1"
"283","-1","1"
"289","-1","1"
"307","-1","1"
"308","-1","1"
"312","-1","1"
"319","-1","1"
"320","-1","1"
"321","-1","1"
"334","-1","1"
"339","-1","1"
"340","-1","1"
"346","-1","1"
"355","-1","1"
"366","-1","1"
"370","-1","1"
"374","-1","1"
"378","-1","1"
"382","-1","1"
"391","-1","1"
"396","-1","1"
"400","-1","1"
"401","-1","1"
"403","-1","1"
"408","-1","1"
"409","-1","1"
"416","-1","1"
"417","-1","1"
"419","-1","1"
"420","-1","1"
"427","-1","1"
"430","-1","1"
"432","-1","1"
"436","-1","1"
"440","-1","1"
"442","-1","1"
"445","-1","1"
"449","-1","1"
"455","-1","1"
"462","-1","1"
"464","-1","1"
"472","-1","1"
"482","-1","1"
"497","-1","1"
"505","-1","1"
"512","-1","1"
"515","-1","1"
"518","-1","1"
"520","-1","1"
"521","-1","1"
"536","-1","1"
"541","-1","1"
"542","-1","1"
"543","-1","1"
"547","-1","1"
"556","-1","1"
"557","-1","1"
"564","-1","1"
"567","-1","1"
"568","-1","1"
"576","-1","1"
"579","-1","1"
"580","-1","1"
"582","-1","1"
"583","-1","1"
"586","-1","1"
"588","-1","1"
"589","-1","1"
"600","-1","1"
"601","-1","1"
"607","-1","1"
"615","-1","1"
"617","-1","1"
"618","-1","1"
"626","-1","1"
"639","-1","1"
"640","-1","1"
"641","-1","1"
"645","-1","1"
"664","-1","1"
"669","-1","1"
"678","-1","1"
"683","-1","1"
"688","-1","1"
"689","-1","1"
"690","-1","1"
"695","-1","1"
"698","-1","1"
"709","-1","1"
"724","-1","1"
"730","-1","1"
"737","-1","1"
"744","-1","1"
"745","-1","1"
"746","-1","1"
"747","-1","1"
"750","-1","1"
"751","-1","1"
"757","-1","1"
"766","-1","1"
"767","-1","1"
"772","-1","1"
"773","-1","1"
"778","-1","1"
"788","-1","1"
"789","-1","1"
"1914","-1","1"
"1346","-1","1"
"1349","-1","1"
"1350","-1","1"
"1352","-1","1"
"1356","-1","1"
"1357","-1","1"
"1362","-1","1"
"1363","-1","1"
"1365","-1","1"
"1366","-1","1"
"1367","-1","1"
"1371","-1","1"
"1376","-1","1"
"1377","-1","1"
"1379","-1","1"
"1381","-1","1"
"1382","-1","1"
"1385","-1","1"
"1386","-1","1"
"1387","-1","1"
"1388","-1","1"
"1389","-1","1"
"1390","-1","1"
"1391","-1","1"
"1393","-1","1"
"1394","-1","1"
"1395","-1","1"
"1396","-1","1"
"1399","-1","1"
"1400","-1","1"
"1401","-1","1"
"1402","-1","1"
"1403","-1","1"
"1404","-1","1"
"1407","-1","1"
"1408","-1","1"
"1410","-1","1"
"1411","-1","1"
"1412","-1","1"
"1414","-1","1"
"1416","-1","1"
"1418","-1","1"
"1420","-1","1"
"1421","-1","1"
"1422","-1","1"
"1423","-1","1"
"1426","-1","1"
"1427","-1","1"
"1428","-1","1"
"1429","-1","1"
"1430","-1","1"
"1431","-1","1"
"1432","-1","1"
"1434","-1","1"
"1437","-1","1"
"1439","-1","1"
"1440","-1","1"
"1442","-1","1"
"1444","-1","1"
"1445","-1","1"
"1446","-1","1"
"1448","-1","1"
"1450","-1","1"
"1451","-1","1"
"1452","-1","1"
"1453","-1","1"
"1454","-1","1"
"1457","-1","1"
"1458","-1","1"
"1459","-1","1"
"1460","-1","1"
"1461","-1","1"
"1462","-1","1"
"1463","-1","1"
"1464","-1","1"
"1465","-1","1"
"1467","-1","1"
"1468","-1","1"
"1470","-1","1"
"1472","-1","1"
"1473","-1","1"
"1474","-1","1"
"1475","-1","1"
"1476","-1","1"
"1479","-1","1"
"1480","-1","1"
"1481","-1","1"
"1482","-1","1"
"1484","-1","1"
"1485","-1","1"
"1486","-1","1"
"1487","-1","1"
"1488","-1","1"
"1489","-1","1"
"1491","-1","1"
"1492","-1","1"
"1494","-1","1"
"1495","-1","1"
"1496","-1","1"
"1497","-1","1"
"1498","-1","1"
"1499","-1","1"
"1500","-1","1"
"1503","-1","1"
"1504","-1","1"
"1506","-1","1"
"1508","-1","1"
"1509","-1","1"
"1510","-1","1"
"1511","-1","1"
"1514","-1","1"
"1516","-1","1"
"1519","-1","1"
"1520","-1","1"
"1521","-1","1"
"1522","-1","1"
"1523","-1","1"
"1524","-1","1"
"1525","-1","1"
"1526","-1","1"
"1527","-1","1"
"1528","-1","1"
"1531","-1","1"
"1532","-1","1"
"1533","-1","1"
"1535","-1","1"
"1538","-1","1"
"1539","-1","1"
"1540","-1","1"
"1541","-1","1"
"1542","-1","1"
"1543","-1","1"
"1544","-1","1"
"1546","-1","1"
"1547","-1","1"
"1548","-1","1"
"1550","-1","1"
"1551","-1","1"
"1552","-1","1"
"1555","-1","1"
"1556","-1","1"
"1558","-1","1"
"1560","-1","1"
"1562","-1","1"
"1565","-1","1"
"1567","-1","1"
"1568","-1","1"
"1570","-1","1"
"1572","-1","1"
"1573","-1","1"
"1576","-1","1"
"1578","-1","1"
"1579","-1","1"
"1580","-1","1"
"1581","-1","1"
"1582","-1","1"
"1583","-1","1"
"1584","-1","1"
"1585","-1","1"
"1586","-1","1"
