CheckIndex,CheckType,CheckDescription
0,set_pass OR set_fail,ERROR: These testsuite flags CAN break Category binning.
1,"InTestflow AND Bypassed AND NOT Bang (""!"") AND TT=1",ERROR: Major problem here.  Causes Bin 13.
2,InTestflow AND NOT InCategories,"ERROR: All Testsuites in this file use Category binning. (no stop bin or multi bin ""downstream"")."
3,NOT InTestflow AND TT=1,"WARNING: This testsuite MUST be in your flow (TT=1) even if bypassed, but it's not. Why?"
4,InTestflow AND TT=0,"WARNING: Potential test escape.  If this testsuite fails, you will not know."
5,InTestflow AND NOT InTestTypes,"WARNING: Defaults to ""1"" but you should probably add it to TestTypes to be explicit."
--------------------------------------
node_id,Suite,FailedChecks,BinSource,Bypassed?,TestTypeValue : FT_RPC_HT,"Bang? (""!"")",set_pass?,set_fail?,InTestflow?,InCategories?,InTestTypes?
2454,PB_PLL_DSP_COLD_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
1032,LED_SPI_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
749,SetupBrdgVmin,"2,5",cat,,,,,,Y,,
877,LED_DDR_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3330,LED_DDR_DATAPHY_I_B_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
509,CHAIN_SRCH_P00_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
3236,LED_PHY_PCIE_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1072,Shmoo_ARM_SLo_1,"2,5",cat,Y,,,,,Y,,
,DTC2_TS2_DEG_FINAL,3,cat,Y,1,,,,,Y,Y
866,LED_INTC_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
2709,LED_PLLCTRL_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
1676,P_SRCH_S4A_G5_2DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1775,P_SRCH_UHD_AA_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
55,SupplyShortsPre2_st_old,"2,5",cat,Y,,,,,Y,,
704,SAF_SRCH_P07_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
2609,LED_PA_PG_AtSpeedVmax_cold_st,4,cat,,0,Y,,,Y,Y,Y
3228,binSrch_RTA_M0_1DO_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
226,PB_PLL_S1R_Gx_COLD_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
,DTC_TS2_BLOWN_OFFSET,3,cat,,1,Y,,,,Y,Y
1556,P_SRCH_S1R_G3_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1023,LED_QMSS_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
58,DieIDPreRead_Shortn_st,"2,5",cat,Y,,,,,Y,,
910,LED_PHY_AIF_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1727,P_SRCH_SDP_G2_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1625,P_SRCH_S4A_G1_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1020,LED_PSC_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3322,TRANS_P09_C2_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
976,LED_MSMC_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
707,SAF_SRCH_P10_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
2717,LED_TCP_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
1391,P_SRCH_2PR_C1_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3422,TFTOutlierScreen_eng,"2,5",cat,,,,,,Y,,
1421,P_SRCH_DSP_AA_6DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1883,TRANS_SRCH_P04_CB_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1685,P_SRCH_S4A_G6_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1827,P_SRCH_RTA_T0_FDO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3365,CTCS_SearchFmax,"2,5",cat,,,,,,Y,,
97,XtrIdriveTest_CORE_HVT,"2,5",cat,Y,,,,,Y,,
1757,P_SRCH_SDP_G7_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2118,PB_PLL_S1R_COLD_AtSpeedVskewPhi_st,5,cat,,,Y,,,Y,Y,
2326,LED_PHY_PCIE_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
3415,TRANS_P06_C1_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
,DTC2_TS1_DEG_INITIAL,3,cat,,1,,,,,Y,Y
2612,LED_USB_PG_AtSpeedVmax_cold_st,4,cat,,0,Y,,,Y,Y,Y
,thermdiodea1,3,cat,,1,Y,,,,Y,Y
1688,P_SRCH_S4A_G6_2DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3269,binSrch_LED_GEM_XM_AG_PG_VminSearch_st,4,cat,,0,Y,,,Y,Y,Y
93,CTCS_Thermal,"2,5",cat,,,,,,Y,,
1715,P_SRCH_SDP_G0_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
177,SAF_SRCH_P01_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
1547,P_SRCH_S1R_G1_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,SampleDieProg_st,3,cat,,1,Y,,,,Y,Y
1448,P_SRCH_DSP_C2_6PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2466,PB_PLL_SSP_COLD_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
521,CHAIN_SRCH_P07_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
3388,TRANS_P03_C1_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
3213,binSrch_HAFTAA_RTA_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1400,P_SRCH_2PR_C2_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1544,P_SRCH_S1R_G1_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2009,TRANS_SRCH_P07_CA_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
22,CTCS_End_Of_Lot_st,"2,5",cat,,,,,,Y,,
3272,binSrch_LED_ARM_AA_PG_VminSearch_st,4,cat,,0,Y,,,Y,Y,Y
958,LED_MPU_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
150,FuseChainAddr_st,"2,5",cat,Y,,,,,Y,,
700,SAF_SRCH_P02_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
,T_CTCS_MIN_READ,3,cat,,1,Y,,,,Y,Y
3285,ALL_XX_MC_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1071,Shmoo_ARM_Core_1,"2,5",cat,Y,,,,,Y,,
3344,TRANS_P03_C1_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
1057,LED_VCP_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1748,P_SRCH_SDP_G6_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
967,LED_GEM_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
985,LED_FFTC_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1913,TRANS_SRCH_P09_C3_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1430,P_SRCH_DSP_C1_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1640,P_SRCH_S4A_G2_2DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1502,P_SRCH_RTA_G3_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
165,CHAIN_SRCH_P00_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
1385,P_SRCH_2PR_AA_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
185,SAF_SRCH_P09_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
1601,P_SRCH_S4A_AA_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2694,LED_SRCH_GEM_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
3226,LED_MSMC_AG_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
,IddqVnom_burnin_bin4,3,cat,Y,1,Y,,,,Y,Y
3257,HAFTAA_RTA_PG_VminSearch_st,4,cat,,0,Y,,,Y,Y,Y
982,LED_EDMA_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3405,S1R_T0_1DO_PG_FreqSearch_st_eng2,"2,5",cat,,,,,,Y,,
3361,TFTOutlierScreen_pg2,"2,5",cat,,,,,,Y,,
1766,P_SRCH_SSP_M0_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,VIDSpeedOutOfSpace_st,3,cat,Y,1,Y,,,,Y,Y
3359,TRANS_P10_C1_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
1661,P_SRCH_S4A_G4_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2687,LED_AIF_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
3332,LED_DDR_DATAPHY_E_B_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1475,P_SRCH_RTA_AA_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
162,CTCS_START_FuncVmax,"2,5",cat,,,,,,Y,,
1631,P_SRCH_S4A_G1_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2692,LED_GPIO_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
988,LED_GEM_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
705,SAF_SRCH_P08_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
1451,P_SRCH_DSP_C3_2DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1679,P_SRCH_S4A_G5_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1442,P_SRCH_DSP_C2_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1484,P_SRCH_RTA_G0_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2335,Shmoo_PHY_VUSR_max,"2,5",cat,Y,,,,,Y,,
3399,LED_GEM_L2_AG_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
1496,P_SRCH_RTA_G2_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1847,TRANS_P05_PG_1_AtSpeedVmin_st,5,cat,,,,,,Y,Y,
874,LED_PCIE_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
151,EfuseRunAutoload_st,"2,5",cat,Y,,,,,Y,,
3277,C3DSPA_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
99,XtrIdriveTest_CORE_LVT,"2,5",cat,Y,,,,,Y,,
1042,LED_SRCH_MSMC_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3323,SRCH_P04_C1_PG_FreqSearch_st,5,cat,Y,,Y,,,Y,Y,
2441,Shmoo_TRANS_P10_C1_max,"2,5",cat,Y,,,,,Y,,
3218,binSrch_LED_BCP_AG_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1742,P_SRCH_SDP_G5_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1481,P_SRCH_RTA_G0_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
506,CTCS_START_Vmin,"2,5",cat,,,,,,Y,,
96,NULLDUT_1,"2,5",cat,Y,,,,,Y,,
1466,P_SRCH_DSP_C3_6PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1607,P_SRCH_S4A_AA_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
703,SAF_SRCH_P06_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
1478,P_SRCH_RTA_AA_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3384,RTA_T0_FDO_PG_VminSearch_st_eng,"2,5",cat,Y,,,,,Y,,
1811,P_SRCH_DSP_T0_FPR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1772,P_SRCH_UHD_AA_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
141,IddqVmax_IqC08Ful_______KP20_000_st_CCE,"2,5",cat,Y,,,,,Y,,
1001,LED_ALLCORES_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
2688,LED_DDR_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
913,LED_PHY_SGMII_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1670,P_SRCH_S4A_G5_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1694,P_SRCH_S4A_G7_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2012,TRANS_SRCH_P08_C3_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3309,S1R_G0_1DO_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
154,SRc0PowerTest,"2,5",cat,,,,,,Y,,
52,DieIDPreRead_SupplyShort_st_1,"2,5",cat,Y,,,,,Y,,
,IddqVnom_burnin_bin3,3,cat,Y,1,,,,,Y,Y
3368,CTCS_START_Search_eng,"2,5",cat,,,,,,Y,,
1799,P_SRCH_UHD_C3_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2015,TRANS_SRCH_P08_C6_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1889,TRANS_SRCH_P06_C1_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
138,IddqVmax_IqC08Ful_______KP20_000_st_PM1_FUNC,"2,5",cat,Y,,,,,Y,,
1059,LED_OTHERS_10_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1364,P_SRCH_1PR_C1_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
21,CTCS_Auto_Tune_PID_st,5,cat,Y,,Y,,,Y,Y,
1862,TRANS_SRCH_P01_C1_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2419,LED_DATPHY_DDR_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
100,XtrIdriveTest_1P5V_DUT,"2,5",cat,Y,,,,,Y,,
1763,P_SRCH_SSP_C1_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1565,P_SRCH_S1R_G4_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3425,CTCS_SearchFmax_eng,"2,5",cat,,,,,,Y,,
2695,LED_SRCH_MSMC_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
698,SAF_SRCH_P00_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
2006,TRANS_SRCH_P06_CA_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
181,SAF_SRCH_P05_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
1532,P_SRCH_RTA_M0_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1002,LED_ATDF_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2042,SpeedSortVert_TRANS_5,"2,5",cat,,,,,,Y,,
3324,LED_PHY_AIF_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1103,PB_PLL_RTA_Gx_COLD_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
2030,SpeedSortVert_TRANS_3,"2,5",cat,,,,,,Y,,
1415,P_SRCH_DSP_AA_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3316,TRANS_P05_C3_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
1835,SpeedSortVert_TRANS_1,"2,5",cat,,,,,,Y,,
3232,LED_PHY_AIF_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1898,TRANS_SRCH_P07_C3_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1664,P_SRCH_S4A_G4_2DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2543,Shmoo_PHY_USB_max,"2,5",cat,Y,,,,,Y,,
3398,LED_EDMA_AG_PG_FreqSearch_st_eng,"2,5",cat,Y,,,,,Y,,
1553,P_SRCH_S1R_G2_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1115,PB_PLL_SDP_COLD_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
1712,P_SRCH_SDP_G0_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2700,LED_XGE_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
1520,P_SRCH_RTA_G6_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
475,BRDG_SRCH_FULCHP_PG_FuncVmax_st,5,cat,,,Y,,,Y,Y,
3263,SAF_P00_P10_PG_VminSearch_st,4,cat,,0,Y,,,Y,Y,Y
1493,P_SRCH_RTA_G2_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
702,SAF_SRCH_P05_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
1054,LED_USIM_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1979,TRANS_SRCH_P03_C6_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3414,TRANS_P04_C3_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
13,UpdateGuardBand,"2,5",cat,,,,,,Y,,
1970,TRANS_SRCH_P03_C1_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1424,P_SRCH_DSP_AA_6PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2061,TRANS_SRCH_P10_C6_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1397,P_SRCH_2PR_C2_2DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
504,CTCS_FuncVmax,"2,5",cat,,,,,,Y,,
2544,LED_PHY_USB_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
1571,P_SRCH_S1R_G5_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
919,LED_DDR_PG_AtSpeedVminDDR3L_st,4,cat,,0,Y,,,Y,Y,Y
998,LED_SRSS_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1646,P_SRCH_S4A_G3_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,Sensor2,3,cat,,1,Y,,,,Y,Y
1005,LED_BCR_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3242,binSrch_ALL_XX_MC_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1790,P_SRCH_UHD_C2_4DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
855,LED_USB_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
1796,P_SRCH_UHD_C3_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,DTC2_TS1_DEG_BLOWN_INITIAL,3,cat,Y,1,Y,,,,Y,Y
1382,P_SRCH_1PR_T0_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1961,TRANS_SRCH_P02_C8_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1523,P_SRCH_RTA_G7_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
122,IddqVmin1_IqC08Ful_______KP20_001_st_CCE,"2,5",cat,,,,,,Y,,
1427,P_SRCH_DSP_C1_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2340,LED_PHY_XGE_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
1658,P_SRCH_S4A_G4_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1082,Shmoo_ARM_SLo,"2,5",cat,Y,,,,,Y,,
2697,LED_UART_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
3382,S1R_T0_1DO_PG_VminSearch_st_eng,"2,5",cat,Y,,,,,Y,,
3419,TRANS_P10_CPU_PG_FreqSearch_st_eng2,"2,5",cat,Y,,,,,Y,,
1038,LED_SRCH_GEM_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1667,P_SRCH_S4A_G4_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
836,CTCS_START_AtSpeedVmin,"2,5",cat,,,,,,Y,,
1991,TRANS_SRCH_P04_C4_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2003,TRANS_SRCH_P06_C8_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3198,CTCS_VskewVmax,"2,5",cat,,,,,,Y,,
3341,TRANS_P01_C1_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
,leak_iddq_fail,3,cat,,1,Y,,,,Y,Y
496,PB_PLL_RTA_T0_F_COLD_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
2702,LED_ATDF_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
1592,P_SRCH_S2A_C3_2DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3250,HAFTAA_C3DSPA_PG_VminSearch_st,4,cat,,0,Y,,,Y,Y,Y
