CheckIndex,CheckType,CheckDescription
2360,LED_DATPHY_DDR_1p1_1,5,cat,,,Y,,,Y,Y,
2357,LED_DATPHY_DDR_1p1_0,5,cat,,,Y,,,Y,Y,
2366,LED_DATPHY_DDR_1p1_3,5,cat,,,Y,,,Y,Y,
2363,LED_DATPHY_DDR_1p1_2,5,cat,,,Y,,,Y,Y,
3212,binSrch_HAFTAA_OTHER_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1673,P_SRCH_S4A_G5_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,DTC1_TS1_DEG_INITIAL,3,cat,Y,1,Y,,,,Y,Y
3298,LED_BCP_AG_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
1060,LED_OTHERS_11_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2351,LED_TRACER_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
2537,LED_TAC_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
1454,P_SRCH_DSP_C3_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
49,DieIDPreRead_SupplyShort_st,"2,5",cat,Y,,,,,Y,,
1394,P_SRCH_2PR_C1_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
888,LED_SRIO_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
935,LED_BOOT_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
2448,PB_PLL_1PR_COLD_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
2633,LED_SRIO_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
852,LED_PA_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
1595,P_SRCH_S2A_C3_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3240,binSrch_OTHER_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
706,SAF_SRCH_P09_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
1403,P_SRCH_2PR_C3_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1577,P_SRCH_S1R_G6_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
840,Shmoo_PHY_USB_min,"2,5",cat,Y,,,,,Y,,
2412,LED_DATPHY_DDR_1p2_8,5,cat,,,Y,,,Y,Y,
2415,LED_DATPHY_DDR_1p2_9,5,cat,,,Y,,,Y,Y,
2394,LED_DATPHY_DDR_1p2_2,5,cat,,,Y,,,Y,Y,
2397,LED_DATPHY_DDR_1p2_3,5,cat,,,Y,,,Y,Y,
2388,LED_DATPHY_DDR_1p2_0,5,cat,,,Y,,,Y,Y,
2391,LED_DATPHY_DDR_1p2_1,5,cat,,,Y,,,Y,Y,
2406,LED_DATPHY_DDR_1p2_6,5,cat,,,Y,,,Y,Y,
2409,LED_DATPHY_DDR_1p2_7,5,cat,,,Y,,,Y,Y,
2400,LED_DATPHY_DDR_1p2_4,5,cat,,,Y,,,Y,Y,
2403,LED_DATPHY_DDR_1p2_5,5,cat,,,Y,,,Y,Y,
2618,LED_USB_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
1736,P_SRCH_SDP_G4_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,Sensor1,3,cat,Y,1,Y,,,,Y,Y
1610,P_SRCH_S4A_G0_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1436,P_SRCH_DSP_C1_6PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
904,LED_DATPHY_DDR_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3338,LED_PHY_XGE_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
2000,TRANS_SRCH_P06_C2_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
19,Loadboard_eeprom_check,"2,5",cat,,,,,,Y,,
3380,LED_ARM_AA_PG_VminSearch_st_eng,"2,5",cat,Y,,,,,Y,,
1877,TRANS_SRCH_P04_C6_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
98,XtrIdriveTest_CORE_SVT,"2,5",cat,Y,,,,,Y,,
3293,LED_ARM_AA_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
699,SAF_SRCH_P01_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
3327,LED_PHY_SRIO_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
3295,LED_GEM_AG_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
,DTC_TS2_OFFSET,3,cat,Y,1,Y,,,,Y,Y
2699,LED_VUSR_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
2691,LED_FFTC_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
2701,LED_ALLCORES_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
3196,SPT_VMAX_RESTORE_CT_HT,"2,5",cat,,,,,,Y,,
1583,P_SRCH_S1R_G7_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1035,LED_SRCH_BCP_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3306,RTA_M0_1DO_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
3386,binSrch_LED_GEM_XM_AG_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
3409,TRANS_P09_C2_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
107,ReadVIDSpeeds,"2,5",cat,,,,,,Y,,
3243,binSrch_LED_PHY_AIF_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1910,TRANS_SRCH_P09_C2_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3333,LED_DDR_ACPHY_I_A_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1952,TRANS_SRCH_P02_C2_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,DTC_DEG_OUT_OF_RANGE,3,cat,,1,,,,,Y,Y
1682,P_SRCH_S4A_G6_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
135,IddqVnom_IqC08Ful_______KP20_001_st_end_FUNC,"0,1,2",cat,Y,1,,Y,,Y,,Y
126,IddqVnom_IqC08Ful_______KP20_000_st_end_FUNC,"0,1,2",cat,Y,1,,Y,,Y,,Y
1778,P_SRCH_UHD_C1_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3374,binSrch_LED_ARM_AA_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
1655,P_SRCH_S4A_G3_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1865,TRANS_SRCH_P01_C2_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3387,binSrch_LED_BCP_AG_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
3310,S1R_T0_1DO_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1439,P_SRCH_DSP_C2_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1871,TRANS_SRCH_P01_C4_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
167,CHAIN_SRCH_P02_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
1370,P_SRCH_1PR_C3_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1589,P_SRCH_S1R_T0_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2438,TRANS_P04_PG_1_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
3299,LED_EDMA_AG_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1526,P_SRCH_RTA_G7_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,DTC2_TS1_DEG_BLOWN_FINAL,3,cat,Y,1,Y,,,,Y,Y
,adaptiveRepairPatterns_st,3,cat,,1,Y,,,,Y,Y
515,CHAIN_SRCH_P04_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
1892,TRANS_SRCH_P06_C3_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
871,LED_DDR_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
3266,BRDG_FULCHP_VminSearch_st,"2,5",cat,,,,,,Y,,
1988,TRANS_SRCH_P04_C3_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3223,LED_GEM_L2_AG_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
3233,LED_PHY_SGMII_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1358,P_SRCH_1PR_AA_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2720,LED_OTHERS_11_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
146,IddqVmax_IqC08Ful_______KP20_001_st_CCE,"2,5",cat,Y,,,,,Y,,
,ElevatedCTProg_st,3,cat,Y,1,,,,,Y,Y
1787,P_SRCH_UHD_C2_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1562,P_SRCH_S1R_G4_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
108,PreReadSrc0,"2,5",cat,,,,,,Y,,
3448,DC_Leakage_zz_fpc1_pu,4,cat,Y,0,,,,Y,Y,Y
1901,TRANS_SRCH_P07_C4_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
955,LED_MSMC_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
2707,LED_MSMC_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
180,SAF_SRCH_P04_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
1355,P_SRCH_1PR_AA_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2022,SpeedSortVert_PBIST_NON_T0_1,"2,5",cat,,,,,,Y,,
2615,LED_PA_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
902,Shmoo_DATPHY_Vmin_Core,"2,5",cat,Y,,,,,Y,,
,DTC1_TS_DEG_TD_INITIAL,3,cat,,1,Y,,,,Y,Y
3385,TRANS_P10_CPU_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
3421,TFTOutlierScreen_pg2_eng,"2,5",cat,,,,,,Y,,
1011,LED_GEMROM_PG_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
898,Shmoo_ACPHY_Vmin,"2,5",cat,Y,,,,,Y,,
,DTC2_TS2_DEG_BLOWN_FINAL,3,cat,Y,1,,,,,Y,Y
1874,TRANS_SRCH_P02_C6_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1922,TRANS_SRCH_P06_C3_PG_1_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
925,LED_DATPHY_DDR_PG_AtSpeedVminDDR3L_st,4,cat,,0,Y,,,Y,Y,Y
338,PB_PLL_RTA_Gx_COLD_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
1616,P_SRCH_S4A_G0_2DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3431,storeFmaxTFT,"2,5",cat,,,,,,Y,,
1921,SpeedSortVert_TRANS_2,"2,5",cat,,,,,,Y,,
3273,binSrch_LED_PHY_XGE_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
169,CHAIN_SRCH_P04_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
1718,P_SRCH_SDP_G1_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3239,binSrch_C3DSPA_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
3413,TRANS_P04_C1_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
1075,LED_ARM_65_PG_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
2630,LED_PSC_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
182,SAF_SRCH_P06_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
3400,LED_GEM_XM_AG_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
81,SupplyOpensTest_st,4,cat,Y,0,,,,Y,Y,Y
1709,P_SRCH_SDP_AA_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2329,LED_PHY_SGMII_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
2046,TRANS_P10_C1_PG_1_AtSpeedVmin_st,5,cat,,,,,,Y,Y,
168,CHAIN_SRCH_P03_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
1412,P_SRCH_2PR_C3_4PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
136,IddqVnom_IqC08Ful_______KP20_001_st_CCE,"2,5",cat,,,,,,Y,,
3283,RTA_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
3434,EndOfFlowThaw,"2,5",cat,,,,,,Y,,
3219,LED_BCP_AG_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
2531,LED_ACPHY_DDR_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
795,BRDG_SRCH_FULCHP_PG_FuncVmin_st,5,cat,Y,,Y,,,Y,Y,
2719,LED_OTHERS_10_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
2445,TRANS_P10_C1_PG_1_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
1514,P_SRCH_RTA_G5_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
170,CHAIN_SRCH_P05_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
3404,S1R_T0_1DO_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
1118,PB_PLL_SSP_COLD_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
1697,P_SRCH_S4A_G7_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
938,LED_TRACER_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
3313,TRANS_P02_C2_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
3302,LED_GEM_L2_AG_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
1982,TRANS_SRCH_P04_C1_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3393,LED_ARM_AA_PG_FreqSearch_st_eng2,"2,5",cat,,,,,,Y,,
2037,TRANS_SRCH_P10_C1_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
903,Shmoo_DATPHY_Vmin_DDRClk,"2,5",cat,Y,,,,,Y,,
1751,P_SRCH_SDP_G6_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
85,CTCS_START_Thermal,"2,5",cat,,,,,,Y,,
,DTC_TS1_CYCLE,3,cat,,1,Y,,,,Y,Y
523,CHAIN_SRCH_P08_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
3274,binSrch_LED_PHY_VUSR_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
3369,HAFTAA_C3DSPA_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
834,CTCS_Vmin,"2,5",cat,,,,,,Y,,
175,CHAIN_SRCH_P10_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
3216,binSrch_CHAIN_P00_P10_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
,VerifyProgramVIDSpeeds_st,3,cat,Y,1,Y,,,,Y,Y
145,IddqVmax_IqC08Ful_______KP20_001_st_end_FUNC,"2,5",cat,Y,,,,,Y,,
3222,binSrch_LED_GEM_L2_AG_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
3375,C3DSPA_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
922,LED_ACPHY_DDR_PG_AtSpeedVminDDR3L_st,4,cat,,0,Y,,,Y,Y,Y
1907,TRANS_SRCH_P08_C4_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
172,CHAIN_SRCH_P07_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
1505,P_SRCH_RTA_G4_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1781,P_SRCH_UHD_C1_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3329,LED_DDR_DATAPHY_I_A_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1541,P_SRCH_S1R_G0_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2339,Shmoo_PHY_XGE_max,"2,5",cat,Y,,,,,Y,,
1598,P_SRCH_S4A_AA_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1997,TRANS_SRCH_P05_C4_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
183,SAF_SRCH_P07_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
3220,binSrch_LED_GEM_AG_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
2718,LED_OTHERS_01_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
3230,binSrch_S1R_T0_1DO_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
2077,SPT_VMAX_DOWN_CT_HT,"2,5",cat,,,,,,Y,,
1048,LED_TIMER_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3391,CTCS_START_SearchFmax_eng,"2,5",cat,,,,,,Y,,
,VIDSpeedProg_st,3,cat,,1,,,,,Y,Y
1916,TRANS_SRCH_P09_C6_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3287,CTCS_SearchVmin,"2,5",cat,,,,,,Y,,
159,AdaptiveRepair,"2,5",cat,,,,,,Y,,
3392,LED_ARM_AA_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
1361,P_SRCH_1PR_C1_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1094,PB_PLL_1PR_COLD_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
1745,P_SRCH_SDP_G5_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3254,HAFTAA_OTHER_PG_VminSearch_st,4,cat,,0,Y,,,Y,Y,Y
2690,LED_EMIF_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
3412,TRANS_P03_C1_PG_FreqSearch_st_eng2,"2,5",cat,,,,,,Y,,
1994,TRANS_SRCH_P05_C3_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1805,SpeedSortVert_PBIST_T0,"2,5",cat,,,,,,Y,,
527,CHAIN_SRCH_P10_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
1008,LED_EMIF_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3395,LED_GEM_AG_PG_FreqSearch_st_eng,"2,5",cat,Y,,,,,Y,,
1469,P_SRCH_DSP_T0_TDO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
101,XtrIdriveTest_1P8V_DUT,"2,5",cat,Y,,,,,Y,,
2693,LED_SRCH_BCP_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
1350,PB_PLL_RTA_M0_1_PG_AtSpeedVmin_PB1_st,4,cat,,0,Y,,,Y,Y,Y
3350,TRANS_P04_C3_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
2624,LED_GEM_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
116,IddqVmin1_IqC08Ful_______KP20_000_st_end_FUNC,"0,1,2",cat,Y,1,,Y,,Y,,Y
3211,binSrch_HAFTAA_C3DSPA_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1739,P_SRCH_SDP_G4_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2714,LED_SM2_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
880,LED_PCIE_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3356,TRANS_P07_C3_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1517,P_SRCH_RTA_G6_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3408,TRANS_P08_C3_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
3406,TRANS_P02_C2_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
3245,binSrch_LED_PHY_SRIO_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
3237,LED_PHY_VUSR_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
,DTC_TS1_BLOWN_OFFSET,3,cat,Y,1,Y,,,,Y,Y
176,SAF_SRCH_P00_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
2058,TRANS_SRCH_P10_C2_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1628,P_SRCH_S4A_G1_2DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3353,TRANS_P06_C1_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
3209,CTCS_START_Search,"2,5",cat,,,,,,Y,,
1457,P_SRCH_DSP_C3_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2710,LED_QMSS_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
3447,DC_Leakage_zz_fpc1,4,cat,Y,0,,,,Y,Y,Y
1388,P_SRCH_2PR_AA_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3319,TRANS_P08_C3_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
907,LED_PHY_PCIE_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
952,LED_GPIO_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
517,CHAIN_SRCH_P05_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
143,IddqVmax_IqC08Ful_______KP20_001_st_PM1_FUNC,"2,5",cat,Y,,,,,Y,,
2711,LED_RAC_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
1733,P_SRCH_SDP_G3_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2469,PB_PLL_UHD_COLD_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
1985,TRANS_SRCH_P04_C2_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
139,IddqVmax_IqC08Ful_______KP20_000_st_PM1_MEAS,"2,5",cat,Y,,,,,Y,,
